id,carrera,edad,nombre
201033,Música para Plantas,25,Christina Edwards
64568,Historia del Universo Paralelo,19,Adriana Correa Atienza
42563,Psicología Canina,21,Rodolfo Vasari
59524,Artes del Café,29,Franco Mastroianni-Lucchesi
193977,Historia del Universo Paralelo,20,Oriana Rey Farré
101594,Historia del Universo Paralelo,22,Cristian Borrego Ibarra
210976,Historia del Universo Paralelo,18,Rosenda Garay Mena
13089,Diseño de Moda Intergaláctica,24,Chus de Girona
190040,Teoría Práctica,27,Sandra Satta-Monduzzi
179408,Filosofía Cuántica,19,John Marshall
246126,Filosofía Cuántica,26,Milo Bataglia
211446,Turismo Espacial,30,Anthony Beck
183700,Historia del Universo Paralelo,22,Puccio Foconi-Brunello
9381,Teoría Práctica,22,Gioele Rubbia
204372,Historia del Universo Paralelo,21,Ciro Efraín Saez Tamarit
233640,Biología Marina,29,Paulino Cervantes Tenorio
6784,Psicología Canina,18,Dafne Balaguer Farré
202459,Diseño de Moda Intergaláctica,19,Dott. Giosuè Fuseli
128042,Turismo Espacial,25,Elvira Rinaldi
47661,Artes del Café,24,Adelina Perelló Sabater
47160,Cocina Molecular,29,Toni Cid Exposito
169962,Cocina Molecular,20,Chita Mata Benito
196204,Psicología Canina,19,Benito Pazos Feliu
211732,Filosofía Cuántica,24,Katrina Patterson
204053,Biología Marina,25,Justin Greene
91250,Biología Marina,26,Michael Flores
192228,Diseño de Moda Intergaláctica,23,Damián Herminio Lobo Carreño
54278,Historia del Universo Paralelo,30,Aarón Pina Rodríguez
219400,Diseño de Moda Intergaláctica,19,Elizabeth Smith
144024,Música para Plantas,27,Chucho Marco Quintana
22631,Música para Plantas,29,Tomás Carvajal Villalobos
120112,Biología Marina,26,Mamen Ochoa Serrano
127833,Biología Marina,22,Eligio Gallo Valdés
210391,Turismo Espacial,20,Maria Rodriguez
101606,Historia del Universo Paralelo,30,Milo Staglieno
11360,Teoría Práctica,20,Leocadio Gallego-Montalbán
113815,Teoría Práctica,28,Adriano Trupiano
222344,Teoría Práctica,25,Elena Estela Ochoa Jordá
220068,Cocina Molecular,23,Teodora Salgado Morante
121674,Artes del Café,29,Beverly Haney
217023,Cocina Molecular,22,Bernardo Sebastián Velasco
31282,Biología Marina,27,Cirino de Jordán
7214,Turismo Espacial,24,Heather Reyes
247356,Cocina Molecular,20,David Walters
182661,Cocina Molecular,19,Dr. Jocelyn Rosales
97655,Música para Plantas,22,Rafael Reig Pintor
171842,Teoría Práctica,26,Félix Gascón Toro
