id,carrera,edad,nombre
149606,Historia del Universo Paralelo,29,Nidia Menéndez Bou
40711,Diseño de Moda Intergaláctica,18,Eric Reid
92616,Turismo Espacial,28,Danielle Rivera
101886,Filosofía Cuántica,18,Adriana de Mancebo
214215,Cocina Molecular,20,Monica Pisaroni
117400,Diseño de Moda Intergaláctica,22,Serafina Domingo Andreu
91693,Teoría Práctica,28,Kristopher Smith
198632,Teoría Práctica,23,Rita Mascagni-Morpurgo
97989,Artes del Café,24,Alyssa Walsh
71023,Psicología Canina,27,Zachary Leon
154039,Biología Marina,29,Keith Hopkins
212977,Artes del Café,30,Marcos Castellanos Pazos
138809,Biología Marina,21,Pierluigi Ottino
49427,Diseño de Moda Intergaláctica,18,Yaiza Navarrete Galan
103064,Psicología Canina,29,Mirco Gianetti
39436,Diseño de Moda Intergaláctica,18,Katherine Barker
99769,Cocina Molecular,23,Espiridión Almagro Alarcón
217926,Artes del Café,27,Dott. Adriana Lollobrigida
101422,Psicología Canina,29,Bautista Jordá-Lorenzo
117816,Biología Marina,27,Goyo Tudela Páez
70934,Filosofía Cuántica,25,Sabas Lastra
13378,Filosofía Cuántica,21,Destiny Thompson
150730,Teoría Práctica,19,Martín Samper Esteban
159801,Artes del Café,22,Paula Moore
88556,Filosofía Cuántica,25,Francisco Bou-Palacio
115165,Música para Plantas,29,Vanessa Martin
86759,Artes del Café,24,Lara Fogazzaro
49706,Teoría Práctica,29,Andrea Pereira Pino
140699,Cocina Molecular,27,Matilda Fieramosca-Ferrazzi
77454,Artes del Café,23,Manola Grau Verdú
203420,Artes del Café,19,Donna Bernardini-Ferragamo
167607,Artes del Café,20,Raimundo Riera
26487,Psicología Canina,19,Odalys Castro Ribera
151552,Diseño de Moda Intergaláctica,27,Miguel Alba Baena
228293,Música para Plantas,20,Toni Gonzaga-Vendetti
156102,Filosofía Cuántica,18,Mariana Mannoia
23207,Biología Marina,28,Tere Ros Barceló
232687,Psicología Canina,20,Marina Porzio-Navarria
152325,Historia del Universo Paralelo,18,Jeffery Campbell
116674,Filosofía Cuántica,28,Amanda Cook
7517,Cocina Molecular,30,Fabrizio Gabrieli
92776,Biología Marina,26,Asdrubal Yuste Gelabert
88996,Biología Marina,18,Melina Farinelli
